id,price_doc
30474,5577419.5
30475,8018588.5
30476,5291856.5
30477,6095126.0
30478,5182534.5
30479,9211269.0
30480,4697132.5
30481,4275947.5
30482,4608144.5
30483,4674529.5
30484,6424139.0
30485,5142179.0
30486,3747163.25
30487,3975030.75
30488,6058193.5
30489,6274145.0
30490,20508684.0
30491,18314744.0
30492,4991167.5
30493,13971043.0
30494,7131642.0
30495,9416156.0
30496,8410416.0
30497,8577425.0
30498,4505202.0
30499,6724990.0
30500,11520116.0
30501,6388374.5
30502,3336306.5
30503,5927525.5
30504,5573458.0
30505,11538566.0
30506,3063775.0
30507,5030971.0
30508,6149976.5
30509,7927043.5
30510,9323013.0
30511,6452518.5
30512,5964093.5
30513,4690391.0
30514,3252680.75
30515,9739622.0
30516,6134067.5
30517,10506846.0
30518,7075002.5
30519,4476998.5
30520,6826321.5
30521,5456959.5
30522,7444623.5
30523,6105889.0
30524,9362180.0
30525,7982415.0
30526,5107605.0
30527,5418801.5
30528,6549938.0
30529,6384793.0
30530,5765672.0
30531,13254920.0
30532,4949280.5
30533,9012060.0
30534,7016946.0
30535,9500820.0
30536,5906275.0
30537,10801402.0
30538,4670947.0
30539,8892790.0
30540,9415420.0
30541,5581372.5
30542,2146483.5
30543,5314352.0
30544,6864623.0
30545,7767777.0
30546,4259492.5
30547,9128332.0
30548,4544414.0
30549,5270210.5
30550,11813187.0
30551,5240874.5
30552,2038138.25
30553,6999448.5
30554,10860734.0
30555,6755072.0
30556,8706420.0
30557,7613620.0
30558,9190946.0
30559,5174203.0
30560,5556597.0
30561,6446878.0
30562,11776180.0
30563,4964114.0
30564,6715127.0
30565,5794059.0
30566,7577344.0
30567,2124373.25
30568,9139359.0
30569,8878638.0
30570,6111540.0
30571,7507328.5
30572,5197432.5
30573,6328826.0
30574,5776795.0
30575,6869096.0
30576,4703309.5
30577,4412779.0
30578,3100357.0
30579,6605705.5
30580,4535326.5
30581,5471519.5
30582,11378348.0
30583,7264710.5
30584,4229837.0
30585,2660655.75
30586,8745832.0
30587,6125912.5
30588,7398554.5
30589,7057616.0
30590,12019994.0
30591,4950805.0
30592,6587336.0
30593,8317474.5
30594,7169762.5
30595,5344568.0
30596,6319737.0
30597,6328826.0
30598,9533840.0
30599,11452376.0
30600,5776178.0
30601,5998135.0
30602,2013513.625
30603,11825338.0
30604,4600223.5
30605,6518500.0
30606,10433038.0
30607,6096062.0
30608,9055325.0
30609,6309204.5
30610,3287640.75
30611,6156907.0
30612,7337759.0
30613,7750816.5
30614,17806600.0
30615,7513925.5
30616,6256071.5
30617,8979751.0
30618,4821650.5
30619,4626304.0
30620,2916952.25
30621,8498955.0
30622,7883618.5
30623,5767563.5
30624,6886235.0
30625,7963558.0
30626,6029604.5
30627,6946945.5
30628,6282480.0
30629,5063997.0
30630,4891414.5
30631,6507667.5
30632,4172289.25
30633,5898051.0
30634,11322817.0
30635,9604181.0
30636,5394243.0
30637,9700818.0
30638,5737817.5
30639,7429495.5
30640,4602619.5
30641,7902030.0
30642,6217375.0
30643,7409499.0
30644,9519994.0
30645,6798152.0
30646,5109948.5
30647,5080046.5
30648,22910356.0
30649,2793621.5
30650,4675555.0
30651,3063775.0
30652,4570749.0
30653,7245096.0
30654,4936736.5
30655,11795243.0
30656,4056702.75
30657,6140675.5
30658,8694364.0
30659,5065547.5
30660,7891554.0
30661,6310347.5
30662,7885889.0
30663,12899704.0
30664,10953100.0
30665,6336381.0
30666,2673758.25
30667,4313008.0
30668,8649556.0
30669,5314058.0
30670,2580350.75
30671,6697366.5
30672,13560377.0
30673,10351492.0
30674,10796500.0
30675,2146933.75
30676,6480046.5
30677,4162468.5
30678,16149053.0
30679,5440726.0
30680,5383266.0
30681,2389107.75
30682,7975125.5
30683,9346426.0
30684,4322412.5
30685,6662672.5
30686,9434997.0
30687,5018042.5
30688,4653011.5
30689,11613615.0
30690,22852748.0
30691,4476486.0
30692,6201250.5
30693,9093819.0
30694,5064118.0
30695,6942203.5
30696,6582620.0
30697,10934147.0
30698,7080679.5
30699,5644709.0
30700,5136430.0
30701,9218422.0
30702,5918104.0
30703,3844077.75
30704,11360479.0
30705,7803506.0
30706,21235264.0
30707,3816262.25
30708,13225222.0
30709,5692090.5
30710,7121997.5
30711,4998956.0
30712,4249560.0
30713,5162979.5
30714,6017311.5
30715,3921540.5
30716,9391189.0
30717,6007942.0
30718,8955463.0
30719,15895744.0
30720,6593080.5
30721,3618927.0
30722,7409266.0
30723,6418970.5
30724,11931869.0
30725,6321937.0
30726,11442442.0
30727,9506875.0
30728,11126010.0
30729,3579904.75
30730,5698885.5
30731,6804138.5
30732,4160266.0
30733,9697839.0
30734,6862064.0
30735,5519915.5
30736,5986152.0
30737,6357984.5
30738,5672230.0
30739,4458370.5
30740,7108860.0
30741,12301074.0
30742,4386860.5
30743,5067640.0
30744,8629896.0
30745,6502686.0
30746,5649868.5
30747,14375297.0
30748,17576872.0
30749,4954338.0
30750,6302006.0
30751,3836727.0
30752,7583402.0
30753,9270137.0
30754,5121184.0
30755,4596956.5
30756,6548926.5
30757,5458719.0
30758,9421186.0
30759,6038662.5
30760,4135408.5
30761,8744198.0
